OpenJDK 64-Bit Server VM (25.202-b05) for bsd-amd64 JRE (Zulu 8.36.0.1-CA-macosx) (1.8.0_202-b05), built on Jan 29 2019 06:07:09 by "zulu_re" with gcc 4.2.1 (Based on Apple Inc. build 5658) (LLVM build 2336.11.00)
Memory: 4k page, physical 16777216k(2312176k free)

/proc/meminfo:

CommandLine flags: -XX:InitialHeapSize=268435456 -XX:MaxHeapSize=4294967296 -XX:+PrintGC -XX:+PrintGCDetails -XX:+PrintGCTimeStamps -XX:+UseCompressedClassPointers -XX:+UseCompressedOops -XX:+UseParallelGC 
Heap
 PSYoungGen      total 76288K, used 34346K [0x000000076ab00000, 0x0000000770000000, 0x00000007c0000000)
  eden space 65536K, 52% used [0x000000076ab00000,0x000000076cc8abf8,0x000000076eb00000)
  from space 10752K, 0% used [0x000000076f580000,0x000000076f580000,0x0000000770000000)
  to   space 10752K, 0% used [0x000000076eb00000,0x000000076eb00000,0x000000076f580000)
 ParOldGen       total 175104K, used 0K [0x00000006c0000000, 0x00000006cab00000, 0x000000076ab00000)
  object space 175104K, 0% used [0x00000006c0000000,0x00000006c0000000,0x00000006cab00000)
 Metaspace       used 7657K, capacity 7997K, committed 8192K, reserved 1056768K
  class space    used 852K, capacity 948K, committed 1024K, reserved 1048576K
797: [GC (Allocation Failure) [PSYoungGen: 133088K->2000K(141824K)] 133112K->2032K(316928K), 0.0021604 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
51.469: [GC (Allocation Failure) [PSYoungGen: 109088K->96K(131584K)] 111336K->2344K(306688K), 0.0005181 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
51.536: [GC (Allocation Failure) [PSYoungGen: 131168K->96K(158208K)] 133416K->2344K(333312K), 0.0005668 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
51.616: [GC (Allocation Failure) [PSYoungGen: 157792K->64K(189952K)] 160040K->2312K(365056K), 0.0010462 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
51.711: [GC (Allocation Failure) [PSYoungGen: 189504K->96K(183296K)] 191752K->2344K(358400K), 0.0005259 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
51.804: [GC (Allocation Failure) [PSYoungGen: 182880K->96K(176640K)] 185128K->2344K(351744K), 0.0006770 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
51.894: [GC (Allocation Failure) [PSYoungGen: 176224K->32K(170496K)] 178472K->2280K(345600K), 0.0007858 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
51.980: [GC (Allocation Failure) [PSYoungGen: 170016K->96K(164864K)] 172264K->2344K(339968K), 0.0005369 secs] [Times: user=0.00 sys=0.01, real=0.00 secs] 
52.065: [GC (Allocation Failure) [PSYoungGen: 164448K->96K(159232K)] 166696K->2344K(334336K), 0.0005318 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
52.145: [GC (Allocation Failure) [PSYoungGen: 158816K->0K(154112K)] 161064K->2248K(329216K), 0.0005130 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
52.225: [GC (Allocation Failure) [PSYoungGen: 153600K->96K(148992K)] 155848K->2344K(324096K), 0.0008434 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
52.303: [GC (Allocation Failure) [PSYoungGen: 148576K->96K(143872K)] 150824K->2344K(318976K), 0.0005552 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
52.378: [GC (Allocation Failure) [PSYoungGen: 143456K->96K(139264K)] 145704K->2344K(314368K), 0.0005826 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
52.450: [GC (Allocation Failure) [PSYoungGen: 138848K->96K(134656K)] 141096K->2344K(309760K), 0.0005405 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
52.519: [GC (Allocation Failure) [PSYoungGen: 134240K->96K(130560K)] 136488K->2344K(305664K), 0.0005403 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
52.586: [GC (Allocation Failure) [PSYoungGen: 130144K->64K(126464K)] 132392K->2312K(301568K), 0.0005228 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
52.650: [GC (Allocation Failure) [PSYoungGen: 126016K->96K(122368K)] 128264K->2344K(297472K), 0.0005750 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
52.715: [GC (Allocation Failure) [PSYoungGen: 121952K->96K(118784K)] 124200K->2344K(293888K), 0.0005414 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
52.776: [GC (Allocation Failure) [PSYoungGen: 118368K->32K(115200K)] 120616K->2280K(290304K), 0.0005250 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
52.835: [GC (Allocation Failure) [PSYoungGen: 114720K->64K(111616K)] 116968K->2312K(286720K), 0.0010853 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
52.895: [GC (Allocation Failure) [PSYoungGen: 111168K->32K(108544K)] 113416K->2280K(283648K), 0.0005327 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
52.950: [GC (Allocation Failure) [PSYoungGen: 108064K->96K(105472K)] 110312K->2344K(280576K), 0.0005409 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
53.005: [GC (Allocation Failure) [PSYoungGen: 105056K->96K(102400K)] 107304K->2344K(277504K), 0.0005269 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
53.057: [GC (Allocation Failure) [PSYoungGen: 101984K->96K(99328K)] 104232K->2344K(274432K), 0.0005279 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
53.108: [GC (Allocation Failure) [PSYoungGen: 98912K->96K(96768K)] 101160K->2344K(271872K), 0.0005774 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
53.158: [GC (Allocation Failure) [PSYoungGen: 96351K->64K(94208K)] 98599K->2312K(269312K), 0.0005964 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
53.207: [GC (Allocation Failure) [PSYoungGen: 93760K->64K(113152K)] 96008K->2312K(288256K), 0.0005631 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
53.267: [GC (Allocation Failure) [PSYoungGen: 112704K->96K(110080K)] 114952K->2344K(285184K), 0.0005604 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
53.323: [GC (Allocation Failure) [PSYoungGen: 109664K->96K(107008K)] 111912K->2344K(282112K), 0.0005326 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
53.379: [GC (Allocation Failure) [PSYoungGen: 106592K->96K(103936K)] 108840K->2344K(279040K), 0.0005417 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
53.433: [GC (Allocation Failure) [PSYoungGen: 103520K->96K(100864K)] 105768K->2344K(275968K), 0.0005103 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
53.485: [GC (Allocation Failure) [PSYoungGen: 100448K->96K(98304K)] 102696K->2344K(273408K), 0.0005536 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
53.535: [GC (Allocation Failure) [PSYoungGen: 97888K->96K(95744K)] 100136K->2344K(270848K), 0.0005058 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
53.585: [GC (Allocation Failure) [PSYoungGen: 95328K->32K(93184K)] 97576K->2280K(268288K), 0.0005073 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
53.632: [GC (Allocation Failure) [PSYoungGen: 92704K->64K(90624K)] 94952K->2312K(265728K), 0.0004987 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
53.679: [GC (Allocation Failure) [PSYoungGen: 90176K->64K(88064K)] 92424K->2312K(263168K), 0.0005287 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
53.724: [GC (Allocation Failure) [PSYoungGen: 87616K->96K(804352K)] 89864K->2344K(979456K), 0.0005095 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
54.142: [GC (Allocation Failure) [PSYoungGen: 803936K->96K(767488K)] 806184K->2344K(942592K), 0.0005532 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
54.535: [GC (Allocation Failure) [PSYoungGen: 767072K->96K(732160K)] 769320K->2344K(907264K), 0.0005557 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
54.910: [GC (Allocation Failure) [PSYoungGen: 731744K->96K(698880K)] 733992K->2344K(873984K), 0.0005350 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
55.268: [GC (Allocation Failure) [PSYoungGen: 698464K->96K(667136K)] 700712K->2344K(842240K), 0.0006376 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
55.610: [GC (Allocation Failure) [PSYoungGen: 666720K->96K(636928K)] 668968K->2344K(812032K), 0.0005873 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
55.936: [GC (Allocation Failure) [PSYoungGen: 636512K->96K(608256K)] 638760K->2344K(783360K), 0.0005845 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
56.248: [GC (Allocation Failure) [PSYoungGen: 607840K->96K(581120K)] 610088K->2344K(756224K), 0.0005404 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
56.545: [GC (Allocation Failure) [PSYoungGen: 580704K->96K(555520K)] 582952K->2344K(730624K), 0.0005559 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
56.824: [GC (Allocation Failure) [PSYoungGen: 555104K->64K(530944K)] 557352K->2312K(706048K), 0.0007400 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
57.089: [GC (Allocation Failure) [PSYoungGen: 530496K->96K(507392K)] 532744K->2344K(682496K), 0.0005440 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
57.342: [GC (Allocation Failure) [PSYoungGen: 506976K->96K(485376K)] 509224K->2344K(660480K), 0.0005380 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
57.591: [GC (Allocation Failure) [PSYoungGen: 484960K->96K(464384K)] 487208K->2344K(639488K), 0.0005343 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
57.830: [GC (Allocation Failure) [PSYoungGen: 463968K->96K(444416K)] 466216K->2344K(619520K), 0.0005296 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
58.061: [GC (Allocation Failure) [PSYoungGen: 444000K->64K(425472K)] 446248K->2312K(600576K), 0.0005522 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
58.274: [GC (Allocation Failure) [PSYoungGen: 425024K->96K(407552K)] 427272K->2344K(582656K), 0.0005306 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
58.476: [GC (Allocation Failure) [PSYoungGen: 407136K->96K(390144K)] 409384K->2344K(565248K), 0.0005553 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
58.672: [GC (Allocation Failure) [PSYoungGen: 389728K->96K(373760K)] 391976K->2344K(548864K), 0.0005282 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
58.859: [GC (Allocation Failure) [PSYoungGen: 373344K->96K(357888K)] 375592K->2344K(532992K), 0.0005349 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
59.037: [GC (Allocation Failure) [PSYoungGen: 357472K->96K(343040K)] 359720K->2344K(518144K), 0.0006066 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
59.208: [GC (Allocation Failure) [PSYoungGen: 342624K->96K(328704K)] 344872K->2344K(503808K), 0.0005329 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
59.373: [GC (Allocation Failure) [PSYoungGen: 328288K->0K(315392K)] 330536K->2248K(490496K), 0.0005188 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
59.532: [GC (Allocation Failure) [PSYoungGen: 314880K->96K(302592K)] 317128K->2344K(477696K), 0.0005578 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
59.686: [GC (Allocation Failure) [PSYoungGen: 302176K->96K(290304K)] 304424K->2344K(465408K), 0.0005299 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
59.830: [GC (Allocation Failure) [PSYoungGen: 289887K->64K(278528K)] 292135K->2312K(453632K), 0.0005264 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
59.968: [GC (Allocation Failure) [PSYoungGen: 278080K->96K(267776K)] 280328K->2344K(442880K), 0.0005366 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
60.103: [GC (Allocation Failure) [PSYoungGen: 267360K->64K(257536K)] 269608K->2312K(432640K), 0.0005825 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
60.231: [GC (Allocation Failure) [PSYoungGen: 257088K->32K(247296K)] 259336K->2280K(422400K), 0.0008072 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
60.360: [GC (Allocation Failure) [PSYoungGen: 246816K->160K(237568K)] 249064K->2408K(412672K), 0.0006014 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
60.482: [GC (Allocation Failure) [PSYoungGen: 237216K->96K(228352K)] 239464K->2376K(403456K), 0.0005593 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
60.598: [GC (Allocation Failure) [PSYoungGen: 227936K->96K(219648K)] 230216K->2376K(394752K), 0.0005445 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
60.710: [GC (Allocation Failure) [PSYoungGen: 219232K->96K(211456K)] 221512K->2376K(386560K), 0.0005397 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
60.820: [GC (Allocation Failure) [PSYoungGen: 211040K->96K(203776K)] 213320K->2376K(378880K), 0.0005685 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
60.924: [GC (Allocation Failure) [PSYoungGen: 203360K->96K(196096K)] 205640K->2376K(371200K), 0.0005531 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
61.025: [GC (Allocation Failure) [PSYoungGen: 195680K->32K(188928K)] 197960K->2312K(364032K), 0.0005461 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
61.123: [GC (Allocation Failure) [PSYoungGen: 188448K->96K(182272K)] 190728K->2376K(357376K), 0.0005963 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
61.217: [GC (Allocation Failure) [PSYoungGen: 181856K->64K(175616K)] 184136K->2344K(350720K), 0.0005629 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
61.308: [GC (Allocation Failure) [PSYoungGen: 175168K->64K(169472K)] 177448K->2344K(344576K), 0.0005441 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
61.397: [GC (Allocation Failure) [PSYoungGen: 169024K->0K(163840K)] 171304K->2280K(338944K), 0.0005817 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
61.481: [GC (Allocation Failure) [PSYoungGen: 163328K->64K(158208K)] 165608K->2344K(333312K), 0.0005455 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
61.562: [GC (Allocation Failure) [PSYoungGen: 157760K->64K(153088K)] 160040K->2344K(328192K), 0.0005812 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
61.641: [GC (Allocation Failure) [PSYoungGen: 152640K->96K(147968K)] 154920K->2376K(323072K), 0.0005335 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
61.717: [GC (Allocation Failure) [PSYoungGen: 147552K->96K(143360K)] 149832K->2376K(318464K), 0.0005477 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
61.790: [GC (Allocation Failure) [PSYoungGen: 142944K->96K(138752K)] 145224K->2376K(313856K), 0.0005453 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
61.863: [GC (Allocation Failure) [PSYoungGen: 138336K->96K(134144K)] 140616K->2376K(309248K), 0.0005473 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
61.932: [GC (Allocation Failure) [PSYoungGen: 133728K->96K(130048K)] 136008K->2376K(305152K), 0.0005278 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
61.999: [GC (Allocation Failure) [PSYoungGen: 129632K->64K(125952K)] 131912K->2344K(301056K), 0.0005422 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
62.065: [GC (Allocation Failure) [PSYoungGen: 125504K->64K(121856K)] 127784K->2344K(296960K), 0.0005576 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
62.127: [GC (Allocation Failure) [PSYoungGen: 121408K->96K(118272K)] 123688K->2376K(293376K), 0.0005299 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
62.188: [GC (Allocation Failure) [PSYoungGen: 117856K->96K(114688K)] 120136K->2376K(289792K), 0.0005188 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
62.247: [GC (Allocation Failure) [PSYoungGen: 114272K->64K(137728K)] 116552K->2344K(312832K), 0.0012910 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
62.319: [GC (Allocation Failure) [PSYoungGen: 137280K->64K(165376K)] 139560K->2344K(340480K), 0.0010687 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
62.406: [GC (Allocation Failure) [PSYoungGen: 164928K->96K(198656K)] 167208K->2376K(373760K), 0.0005543 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
62.508: [GC (Allocation Failure) [PSYoungGen: 198240K->64K(191488K)] 200520K->2344K(366592K), 0.0005263 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
62.606: [GC (Allocation Failure) [PSYoungGen: 191040K->32K(184832K)] 193320K->2312K(359936K), 0.0005265 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
62.700: [GC (Allocation Failure) [PSYoungGen: 184352K->96K(178176K)] 186632K->2376K(353280K), 0.0005418 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
62.792: [GC (Allocation Failure) [PSYoungGen: 177760K->96K(172032K)] 180040K->2376K(347136K), 0.0005508 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
62.882: [GC (Allocation Failure) [PSYoungGen: 171616K->96K(165888K)] 173896K->2376K(340992K), 0.0005409 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
62.968: [GC (Allocation Failure) [PSYoungGen: 165472K->96K(160256K)] 167752K->2376K(335360K), 0.0005297 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
63.050: [GC (Allocation Failure) [PSYoungGen: 159840K->96K(154624K)] 162120K->2376K(329728K), 0.0005187 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
63.129: [GC (Allocation Failure) [PSYoungGen: 154208K->64K(149504K)] 156488K->2344K(324608K), 0.0005294 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
63.206: [GC (Allocation Failure) [PSYoungGen: 149056K->64K(144384K)] 151336K->2344K(319488K), 0.0005369 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
63.281: [GC (Allocation Failure) [PSYoungGen: 143936K->96K(139776K)] 146216K->2376K(314880K), 0.0005480 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
63.353: [GC (Allocation Failure) [PSYoungGen: 139360K->96K(135168K)] 141640K->2376K(310272K), 0.0005403 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
63.424: [GC (Allocation Failure) [PSYoungGen: 134752K->96K(131072K)] 137032K->2376K(306176K), 0.0005400 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
63.495: [GC (Allocation Failure) [PSYoungGen: 130656K->64K(126976K)] 132936K->2344K(302080K), 0.0005427 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
63.560: [GC (Allocation Failure) [PSYoungGen: 126528K->96K(122880K)] 128808K->2376K(297984K), 0.0005494 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
63.624: [GC (Allocation Failure) [PSYoungGen: 122464K->96K(119296K)] 124744K->2376K(294400K), 0.0005231 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
63.687: [GC (Allocation Failure) [PSYoungGen: 118880K->32K(115712K)] 121160K->2312K(290816K), 0.0005320 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
63.746: [GC (Allocation Failure) [PSYoungGen: 115232K->96K(112128K)] 117512K->2376K(287232K), 0.0005180 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
63.805: [GC (Allocation Failure) [PSYoungGen: 111712K->96K(109056K)] 113992K->2376K(284160K), 0.0005566 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
63.861: [GC (Allocation Failure) [PSYoungGen: 108640K->96K(105984K)] 110920K->2376K(281088K), 0.0005202 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
63.917: [GC (Allocation Failure) [PSYoungGen: 105568K->96K(102912K)] 107848K->2376K(278016K), 0.0005867 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
63.969: [GC (Allocation Failure) [PSYoungGen: 102496K->96K(99840K)] 104776K->2376K(274944K), 0.0004998 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
64.021: [GC (Allocation Failure) [PSYoungGen: 99424K->32K(97280K)] 101704K->2312K(272384K), 0.0005139 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
64.071: [GC (Allocation Failure) [PSYoungGen: 96800K->64K(94720K)] 99080K->2344K(269824K), 0.0005468 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
64.119: [GC (Allocation Failure) [PSYoungGen: 94272K->96K(92160K)] 96552K->2376K(267264K), 0.0005491 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
64.167: [GC (Allocation Failure) [PSYoungGen: 91744K->96K(89600K)] 94024K->2376K(264704K), 0.0005587 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
64.213: [GC (Allocation Failure) [PSYoungGen: 89184K->96K(107520K)] 91464K->2376K(282624K), 0.0007100 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
64.273: [GC (Allocation Failure) [PSYoungGen: 107104K->96K(129024K)] 109384K->2376K(304128K), 0.0005529 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
64.340: [GC (Allocation Failure) [PSYoungGen: 128608K->64K(124928K)] 130888K->2344K(300032K), 0.0005568 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
64.406: [GC (Allocation Failure) [PSYoungGen: 124480K->64K(121344K)] 126760K->2344K(296448K), 0.0005422 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
64.468: [GC (Allocation Failure) [PSYoungGen: 120896K->96K(117760K)] 123176K->2376K(292864K), 0.0005353 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
64.529: [GC (Allocation Failure) [PSYoungGen: 117344K->96K(114176K)] 119624K->2376K(289280K), 0.0005222 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
64.588: [GC (Allocation Failure) [PSYoungGen: 113760K->96K(110592K)] 116040K->2376K(285696K), 0.0005624 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
64.645: [GC (Allocation Failure) [PSYoungGen: 110176K->32K(107520K)] 112456K->2312K(282624K), 0.0005292 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
64.700: [GC (Allocation Failure) [PSYoungGen: 107040K->96K(104448K)] 109320K->2376K(279552K), 0.0005367 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
64.754: [GC (Allocation Failure) [PSYoungGen: 104032K->32K(101376K)] 106312K->2312K(276480K), 0.0007131 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
64.810: [GC (Allocation Failure) [PSYoungGen: 100896K->64K(98816K)] 103176K->2344K(273920K), 0.0005331 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
64.861: [GC (Allocation Failure) [PSYoungGen: 98368K->96K(96256K)] 100648K->2376K(271360K), 0.0005401 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
64.910: [GC (Allocation Failure) [PSYoungGen: 95840K->64K(93696K)] 98120K->2344K(268800K), 0.0005948 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
64.960: [GC (Allocation Failure) [PSYoungGen: 93248K->96K(112640K)] 95528K->2376K(287744K), 0.0005902 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
65.017: [GC (Allocation Failure) [PSYoungGen: 112224K->96K(109568K)] 114504K->2376K(284672K), 0.0005363 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
65.074: [GC (Allocation Failure) [PSYoungGen: 109152K->96K(106496K)] 111432K->2376K(281600K), 0.0005307 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
65.128: [GC (Allocation Failure) [PSYoungGen: 106080K->96K(103424K)] 108360K->2376K(278528K), 0.0005168 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
65.181: [GC (Allocation Failure) [PSYoungGen: 103008K->64K(100352K)] 105288K->2344K(275456K), 0.0005259 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
65.233: [GC (Allocation Failure) [PSYoungGen: 99904K->64K(97792K)] 102184K->2344K(272896K), 0.0006309 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
65.284: [GC (Allocation Failure) [PSYoungGen: 97344K->64K(95232K)] 99624K->2344K(270336K), 0.0005732 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
65.333: [GC (Allocation Failure) [PSYoungGen: 94784K->96K(92672K)] 97064K->2376K(267776K), 0.0005219 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
65.381: [GC (Allocation Failure) [PSYoungGen: 92256K->96K(90112K)] 94536K->2376K(265216K), 0.0005188 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
65.427: [GC (Allocation Failure) [PSYoungGen: 89696K->96K(87552K)] 91976K->2376K(262656K), 0.0005355 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
65.474: [GC (Allocation Failure) [PSYoungGen: 87136K->64K(104960K)] 89416K->2344K(280064K), 0.0005876 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
65.528: [GC (Allocation Failure) [PSYoungGen: 104512K->64K(125952K)] 106792K->2344K(301056K), 0.0005312 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
65.592: [GC (Allocation Failure) [PSYoungGen: 125504K->96K(121856K)] 127784K->2376K(296960K), 0.0005383 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
65.655: [GC (Allocation Failure) [PSYoungGen: 121440K->96K(118272K)] 123720K->2376K(293376K), 0.0006150 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
65.715: [GC (Allocation Failure) [PSYoungGen: 117856K->96K(114688K)] 120136K->2376K(289792K), 0.0007034 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
65.775: [GC (Allocation Failure) [PSYoungGen: 114272K->96K(111104K)] 116552K->2376K(286208K), 0.0005662 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
65.832: [GC (Allocation Failure) [PSYoungGen: 110688K->96K(108032K)] 112968K->2376K(283136K), 0.0005242 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
65.886: [GC (Allocation Failure) [PSYoungGen: 107616K->96K(104960K)] 109896K->2376K(280064K), 0.0005224 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
65.941: [GC (Allocation Failure) [PSYoungGen: 104544K->96K(125952K)] 106824K->2376K(301056K), 0.0015184 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
66.007: [GC (Allocation Failure) [PSYoungGen: 125536K->96K(151040K)] 127816K->2376K(326144K), 0.0005576 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
66.082: [GC (Allocation Failure) [PSYoungGen: 150624K->96K(181248K)] 152904K->2376K(356352K), 0.0005237 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
66.172: [GC (Allocation Failure) [PSYoungGen: 180832K->64K(175104K)] 183112K->2344K(350208K), 0.0005220 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
66.260: [GC (Allocation Failure) [PSYoungGen: 174656K->96K(168960K)] 176936K->2376K(344064K), 0.0005194 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
